Sample-#, CA-V, CA-I, CB-V, CB-I ,,,Sample-#, CA-V, CA-I, CB-V, CB-I 
0.00185,4.002048016,29.64411303,3.996901989,0.128978252,,,,1.000682672,9.54803767666667,0.998967329666667,-0.290340582666667
0.00186,4.002048016,29.5277182,3.996901989,0.074331758,,,,1.000682672,9.5092394,0.998967329666667,-0.308556080666667
0.00187,4.001969814,29.62083369,3.996824026,0.089945039,,,,1.00065660466667,9.54027789666667,0.998941342,-0.303351653666667
0.00188,4.002048016,29.48892117,3.996589899,0.043105181,,,,1.000682672,9.49630705666667,0.998863299666667,-0.318964939666667
0.00189,4.001969814,29.61307392,3.996433735,0.074331758,,,,1.00065660466667,9.53769130666667,0.998811245,-0.308556080666667
0.0019,4.002126217,29.47340161,3.996433735,0.027491895,,,,1.000708739,9.49113387,0.998811245,-0.324169368333333
0.00191,4.001969814,29.49668095,3.996589899,0.082138395,,,,1.00065660466667,9.49889365,0.998863299666667,-0.305953868333333
0.00192,4.001969814,29.60531414,3.996824026,0.097751683,,,,1.00065660466667,9.53510471333333,0.998941342,-0.300749439
0.00193,4.002048016,29.57427688,3.997136354,0.066525114,,,,1.000682672,9.52475896,0.999045451333333,-0.311158295333333
0.00194,4.002048016,29.55099754,3.99698019,0.191431405,,,,1.000682672,9.51699918,0.998993396666667,-0.269522865
0.00195,4.001969814,29.5665171,3.996824026,0.113364971,,,,1.00065660466667,9.52217236666667,0.998941342,-0.295545009666667
0.00196,4.001969814,29.45012227,3.996746063,0.14459154,,,,1.00065660466667,9.48337409,0.998915354333333,-0.285136153333333
0.00197,4.002048016,29.44236249,3.996667862,0.14459154,,,,1.000682672,9.48078749666667,0.998889287333333,-0.285136153333333
0.00198,4.001969814,29.47340161,3.996667862,0.027491895,,,,1.00065660466667,9.49113387,0.998889287333333,-0.324169368333333
0.00199,4.002048016,29.55875732,3.996667862,0.160204829,,,,1.000682672,9.51958577333333,0.998889287333333,-0.279931723666667
0.002,4.002048016,29.55099754,3.996667862,0.082138395,,,,1.000682672,9.51699918,0.998889287333333,-0.305953868333333
0.00201,4.001969814,29.55099754,3.996824026,0.035298537,,,,1.00065660466667,9.51699918,0.998941342,-0.321567154333333
